STOP_FRISK_ID,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_BORO_NAME
2089,14:43:00,2018,March,Monday,Based on Radio Run,POM,48,SGT,48,1,OTHER,15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,APP NORMAL,25,MALE,BLACK HISPANIC,5.6,140,THN,BLK,BLK,26,MARGINAL STREET && WEST 133 STREET,MANHATTAN
2090,8:05:00,2018,March,Monday,Based on Radio Run,POM,42,SGT,42,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,17,MALE,BLACK,5.6,140,THN,BRO,BLK,42,1097 BOSTON ROAD,BRONX
2091,8:05:00,2018,March,Monday,Based on Radio Run,POM,42,SGT,42,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,16,MALE,BLACK,5.7,150,THN,BRO,BLK,42,1097 BOSTON ROAD,BRONX
2092,8:05:00,2018,March,Monday,Based on Radio Run,POM,42,SGT,42,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,21,MALE,BLACK,5.1,180,THN,BRO,BLK,42,1097 BOSTON ROAD,BRONX
2093,18:53:00,2018,March,Monday,Based on Radio Run,POM,45,SGT,45,0,MENACING,5,1,0,1,MENACING,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,VERY NERVOUS AND CONFUSED,22,MALE,WHITE HISPANIC,5.8,160,THN,BRO,BLK,45,BURR AVENUE && WESTCHESTER AVENUE,BRONX
2094,2:37:00,2018,March,Monday,Based on Self Initiated,POM,48,SGT,48,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,31,MALE,BLACK,5.9,200,MED,BRO,BRO,48,EAST 180 STREET && BATHGATE AVENUE,BRONX
2095,14:43:00,2018,March,Monday,Based on Radio Run,POM,48,SGT,48,2,OTHER,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,UNKNOWN,25,MALE,BLACK HISPANIC,5.6,140,THN,BLK,BLK,48,CROTONA PARK NORTH && MARMION AVENUE,BRONX
2096,0:55:00,2018,March,Monday,Based on Radio Run,POM,75,SGT,75,1,PETIT LARCENY,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,CALM,0,MALE,WHITE HISPANIC,5.6,130,THN,BRO,BLK,75,BELMONT AVENUE && CRESCENT STREET,BROOKLYN
2097,0:55:00,2018,March,Monday,Based on Radio Run,POM,75,SGT,75,1,PETIT LARCENY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,0,FEMALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,75,BELMONT AVENUE && CRESCENT STREET,BROOKLYN
2098,21:02:00,2018,March,Monday,Based on Self Initiated,POM,75,SGT,75,1,CRIMINAL POSSESSION OF MARIHUANA,20,1,0,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,CALM,25,0,BLACK HISPANIC,6.3,200,MED,BRO,BRO,75,RIDGEWOOD AVENUE && LINCOLN AVENUE,BROOKLYN
2099,19:18:00,2018,March,Monday,Based on Self Initiated,POM,824,SGT,824,1,CRIMINAL POSSESSION OF MARIHUANA,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UPSET,61,MALE,BLACK,6,160,MED,BRO,BLD,81,PATCHEN AVENUE && MARION STREET,BROOKLYN
2100,17:40:00,2018,March,Monday,Based on Radio Run,POM,103,SGT,103,1,CPW,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NORMAL,20,MALE,BLACK,5.4,150,HEA,BRO,BLK,103,150 STREET && 90 AVENUE,QUEENS
2101,4:02:00,2018,March,Monday,Based on Radio Run,POM,106,SGT,106,1,ASSAULT,46,1,0,1,ASSAULT,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS/ DISTRACTED,38,MALE,BLACK,6.2,180,MED,BRO,BLK,106,116-12 LIBERTY AVENUE,QUEENS
2102,22:55:00,2018,March,Tuesday,Based on Radio Run,POM,804,SGT,804,5,CPW,5,1,0,1,CPW,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,NORMAL,15,MALE,BLACK,5.8,170,MED,BRO,BLK,9,250 EAST HOUSTON STREET,MANHATTAN
2103,13:45:00,2018,March,Tuesday,Based on Self Initiated,POM,863,LT,863,1,CPW,5,1,0,1,CPW,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,NERVOUS,55,MALE,BLACK,5.7,145,THN,BRO,BLK,13,EAST 14 STREET && UNION SQUARE EAST,MANHATTAN
2104,17:10:00,2018,March,Tuesday,Based on Radio Run,POM,20,SGT,20,1,ASSAULT,5,1,0,1,ROBBERY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,CALM,14,MALE,BLACK,5.1,130,THN,BRO,BLK,20,WEST 86 STREET && BROADWAY,MANHATTAN
2105,10:46:00,2018,March,Tuesday,Based on Radio Run,POF,24,LT,24,2,PETIT LARCENY,8,1,0,1,PETIT LARCENY,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NERVOUS, OUT OF BREATH",0,MALE,WHITE HISPANIC,5.7,null,MED,ZZZ,XXX,24,708 AMSTERDAM AVENUE,MANHATTAN
2106,16:40:00,2018,March,Tuesday,Based on C/W on Scene,POM,863,SGT,863,1,CPW,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COOPERATIVE,55,MALE,BLACK,6.5,220,HEA,BLK,BLK,25,EAST 125 STREET && LEXINGTON AVENUE,MANHATTAN
2107,20:55:00,2018,March,Tuesday,Based on C/W on Scene,POM,30,SGT,30,1,ASSAULT,6,1,0,1,OTHER,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DEJECTED,14,MALE,BLACK,5.9,170,MED,BRO,BLK,30,3628 BROADWAY,MANHATTAN
2108,20:55:00,2018,March,Tuesday,Based on C/W on Scene,POM,30,SGT,30,1,ASSAULT,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DEJECTED,12,MALE,BLACK,5.6,145,THN,BRO,BLK,30,3628 BROADWAY,MANHATTAN
2109,9:30:00,2018,March,Tuesday,Based on Self Initiated,POM,806,SGT,806,1,CRIMINAL TRESPASS,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NORMAL,27,FEMALE,BLACK HISPANIC,5.7,145,THN,BRO,BLK,32,2850 8 AVENUE,MANHATTAN
2110,21:40:00,2018,March,Tuesday,Based on Self Initiated,POM,807,SGT,807,0,CRIMINAL TRESPASS,8,1,0,1,CPW,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CALM,23,MALE,BLACK HISPANIC,5.1,160,THN,BRO,BLK,40,671 WESTCHESTER AVENUE,BRONX
2111,13:56:00,2018,March,Tuesday,Based on Radio Run,POM,43,SGT,43,10,OTHER,15,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"PANICKY, JITTERY, ANXIOUS, AGGRESIVE, SWEATY AND  ALSO CONCEALING HIS LEFT HAND",29,MALE,BLACK,6.1,190,THN,BRO,BLK,43,1720 WATSON AVENUE,BRONX
2112,17:40:00,2018,March,Tuesday,Based on C/W on Scene,POM,864,SGT,864,1,ROBBERY,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NORMAL,20,FEMALE,WHITE HISPANIC,5.2,142,MED,BRO,BLK,44,EAST 161 STREET && RIVER AVENUE,BRONX
2113,12:01:00,2018,March,Tuesday,Based on Radio Run,POM,46,SGT,46,2,ROBBERY,8,1,0,1,ROBBERY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,CALM.,39,MALE,BLACK,5.1,175,MED,BRO,BLK,46,1823 SEDGWICK AVENUE,BRONX
2114,14:55:00,2018,March,Tuesday,Based on Radio Run,POM,48,LT,48,0,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL,18,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BLK,48,EAST 189 STREET && 3 AVENUE,BRONX
2115,14:55:00,2018,March,Tuesday,Based on Radio Run,POM,48,LT,48,0,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL,19,MALE,WHITE HISPANIC,5.1,160,THN,BLU,BRO,48,EAST 189 STREET && 3 AVENUE,BRONX
2116,14:56:00,2018,March,Tuesday,Based on Radio Run,POM,48,LT,48,0,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,19,MALE,BLACK HISPANIC,6.2,180,MED,BRO,BLK,48,3 AVENUE && EAST FORDHAM ROAD,BRONX
2117,6:07:00,2018,March,Tuesday,Based on Radio Run,POM,52,SGT,52,1,OTHER,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,48,MALE,BLACK,5.11,175,THN,BRO,BLK,52,GRAND CONCOURSE && BEDFORDPARKBOULEVARD,BRONX
2118,21:41:00,2018,March,Tuesday,Based on Self Initiated,POM,67,POM,67,15,OTHER,15,1,0,1,OTHER,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CALM,36,MALE,BLACK,6,205,MED,BRO,BLK,67,106 CLARKSON AVENUE,BROOKLYN
2119,22:33:00,2018,March,Tuesday,Based on C/W on Scene,POM,71,SGT,71,1,ASSAULT,35,1,0,1,ASSAULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AGGRAVATED, YELLING.",30,MALE,BLACK,5.9,150,THN,BRO,BLK,70,180 PARKSIDE AVENUE,BROOKLYN
2120,22:15:00,2018,March,Tuesday,Based on Radio Run,POM,71,SGT,71,1,OTHER,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM/NORMAL,39,MALE,BLACK,6,160,THN,BRO,BLK,71,566 PARKSIDE AVENUE,BROOKLYN
2121,19:45:00,2018,March,Tuesday,Based on Self Initiated,POM,71,LT,71,5,CPW,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NERVOUS,33,MALE,BLACK,6,175,MED,BRO,BLK,71,FENIMORE STREET && BEDFORD AVENUE,BROOKLYN
2122,19:45:00,2018,March,Tuesday,Based on Self Initiated,POM,71,LT,71,5,CPW,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,NERVOUS,31,MALE,BLACK,5.8,215,HEA,BRO,BLK,71,FENIMORE STREET && BEDFORD AVENUE,BROOKLYN
2123,18:25:00,2018,March,Tuesday,Based on Self Initiated,POM,72,SGT,72,2,PETIT LARCENY,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CALM,17,MALE,WHITE HISPANIC,5.5,140,THN,BRO,BLK,72,52 STREET && 5 AVENUE,BROOKLYN
2124,0:15:00,2018,March,Tuesday,Based on Self Initiated,POM,187,SGT,187,1,CPW,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,IRRATE,0,0,0,null,null,0,0,0,73,HOWARD AVENUE && SUTTER AVENUE,BROOKLYN
2125,23:00:00,2018,March,Tuesday,Based on Self Initiated,POM,73,SGT,73,1,CRIMINAL POSSESSION OF MARIHUANA,10,1,0,1,CRIMINAL SALE OF CONTROLLED SUBSTANCE,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,N/A,20,MALE,WHITE HISPANIC,5.9,220,HEA,BRO,BLK,73,SACKMAN STREET && PITKIN AVENUE,BROOKLYN
2126,12:22:00,2018,March,Tuesday,Based on C/W on Scene,POF,869,POM,869,2,ASSAULT,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SCARED,40,MALE,BLACK,5.9,155,MED,BRO,BLK,77,EASTERN PARKWAY && UTICA AVENUE,BROOKLYN
2127,9:10:00,2018,March,Tuesday,Based on Self Initiated,POM,801,LT,801,2,CPW,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ANNOYED,38,MALE,BLACK,6,180,MED,BRO,BLK,78,185 NEVINS STREET,BROOKLYN
2128,2:35:00,2018,March,Tuesday,Based on Radio Run,POF,78,SGT,78,0,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CALM,17,MALE,BLACK,5.4,250,HEA,BRO,BLK,78,11 STREET && 4 AVENUE,BROOKLYN
2129,11:42:00,2018,March,Tuesday,Based on C/W on Scene,POM,79,SGT,79,1,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL,0,MALE,BLACK,5.7,180,THN,BRO,BLK,79,MARTIN LUTHER KING JR PLACE && MARCY AVENUE,BROOKLYN
2130,13:25:00,2018,March,Tuesday,Based on Radio Run,DTS,88,SGT,88,1,CPW,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,CALM,52,MALE,BLACK,6,240,HEA,BRO,BLK,88,SOUTH PORTLAND AVENUE && FULTON STREET,BROOKLYN
2131,6:00:00,2018,March,Tuesday,Based on Self Initiated,SGT,217,LCD,217,0,CPW,10,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AMICABLE,53,MALE,WHITE,5.9,200,HEA,BLU,BRO,111,47-35 HOLLIS COURT BOULEVARD,QUEENS
2132,17:57:00,2018,March,Tuesday,Based on Radio Run,POM,114,SGT,114,1,ROBBERY,15,1,0,1,ROBBERY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,NERVOUS,15,MALE,WHITE HISPANIC,5.5,140,THN,BRO,BLK,114,20-41 47 STREET,QUEENS
2133,17:57:00,2018,March,Tuesday,Based on Radio Run,POM,114,SGT,114,1,ROBBERY,15,1,0,1,ROBBERY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,NERVOUS,17,MALE,WHITE HISPANIC,5.6,160,THN,BRO,BLK,114,28-41 47 STREET,QUEENS
2134,17:51:00,2018,March,Tuesday,Based on Self Initiated,POF,114,SGT,114,1,ROBBERY,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,CALM,17,MALE,BLACK HISPANIC,5.1,145,THN,BRO,BLK,114,20-55 47 STREET,QUEENS
2135,1:38:00,2018,March,Wednesday,Based on Radio Run,POM,7,SGT,7,1,ROBBERY,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UNCOOPERATIVE/ COMBATIVE,31,MALE,WHITE HISPANIC,6.3,200,THN,BRO,BLK,7,57 PITT STREET,MANHATTAN
2136,11:20:00,2018,March,Wednesday,Based on Self Initiated,POM,863,LT,863,1,CPW,7,1,0,1,CPW,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,NERVOUS,55,MALE,WHITE HISPANIC,5.7,155,THN,BRO,GRY,13,UNION SQUARE WEST && EAST 14 STREET,MANHATTAN
2137,23:19:00,2018,March,Wednesday,Based on Self Initiated,LT,13,CPT,13,1,GRAND LARCENY,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,UNCOOPERATIVE,38,MALE,BLACK,6.1,230,HEA,BRO,BLK,13,208 EAST 28 STREET,MANHATTAN
2138,16:35:00,2018,March,Wednesday,Based on Radio Run,POM,860,LT,860,1,ASSAULT,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,30,MALE,BLACK,5.11,150,THN,BRO,BLK,14,TIMES SQUARE && WEST 42 STREET,MANHATTAN
2139,19:56:00,2018,March,Wednesday,Based on Radio Run,POM,483,SGT,483,1,ROBBERY,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,NERVOUS,13,MALE,BLACK,6,145,MED,BLK,BLK,19,EAST 94 STREET && 2 AVENUE,MANHATTAN
2140,21:50:00,2018,March,Wednesday,Based on Self Initiated,POM,805,SGT,805,1,CRIMINAL POSSESSION OF MARIHUANA,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ANNOYED,0,MALE,BLACK,6,180,MED,BRO,BLK,23,2070 3 AVENUE,MANHATTAN
2141,21:50:00,2018,March,Wednesday,Based on Self Initiated,POM,805,SGT,805,1,CRIMINAL POSSESSION OF MARIHUANA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CALM/COOPERATIVE,0,MALE,BLACK,5.9,150,THN,BRO,BLK,23,2070 3 AVENUE,MANHATTAN
2142,21:50:00,2018,March,Wednesday,Based on Self Initiated,POF,805,SGT,805,1,CRIMINAL POSSESSION OF MARIHUANA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,AVOIDING POLICE CONTACT,0,MALE,WHITE HISPANIC,null,null,THN,BRO,0,23,2070 3 AVENUE,MANHATTAN
2143,21:50:00,2018,March,Wednesday,Based on Self Initiated,POM,805,SGT,805,1,CRIMINAL POSSESSION OF MARIHUANA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CALM/COOPERATIVE,0,MALE,BLACK,5.1,160,THN,BRO,BLK,23,2070 3 AVENUE,MANHATTAN
2144,19:15:00,2018,March,Wednesday,Based on Radio Run,POM,24,SGT,24,0,CRIMINAL TRESPASS,5,1,0,1,CRIMINAL TRESPASS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,UNDERSTANDING,29,MALE,WHITE HISPANIC,5.11,200,MED,BLU,BRO,24,868 AMSTERDAM AVENUE,MANHATTAN
2145,19:15:00,2018,March,Wednesday,Based on Radio Run,POM,24,SGT,24,0,CRIMINAL TRESPASS,10,1,0,1,CRIMINAL TRESPASS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,UNDERSTANDING,26,FEMALE,WHITE HISPANIC,5.8,150,MED,BLK,BRO,24,868 AMSTERDAM AVENUE,MANHATTAN
2146,20:45:00,2018,March,Wednesday,Based on Self Initiated,POM,25,SGT,25,1,CPW,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,17,MALE,BLACK,6.1,175,THN,BLK,BLK,25,2375 2 AVENUE,MANHATTAN
2147,21:55:00,2018,March,Wednesday,Based on Self Initiated,POM,25,SGT,25,1,CPW,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,CALM,20,MALE,BLACK,5.9,150,THN,BLK,BLK,25,EAST 123 STREET && LEXINGTON AVENUE,MANHATTAN
2148,17:25:00,2018,March,Wednesday,Based on Radio Run,POF,30,LT,30,1,ASSAULT,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL/ CONFUSED,28,MALE,BLACK HISPANIC,5.11,195,MED,BLK,BLK,30,1836 AMSTERDAM AVENUE,MANHATTAN
2149,18:36:00,2018,March,Wednesday,Based on Self Initiated,POM,806,SGT,806,1,CRIMINAL TRESPASS,5,1,0,1,CRIMINAL TRESPASS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,COMPLIANT,22,FEMALE,BLACK,5.6,145,THN,BRO,BLK,32,2406 8 AVENUE,MANHATTAN
2150,18:36:00,2018,March,Wednesday,Based on Self Initiated,POM,806,SGT,806,1,CRIMINAL TRESPASS,5,1,0,1,CRIMINAL TRESPASS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,COMPLIANT,23,MALE,BLACK HISPANIC,6.2,180,MED,BRO,BLK,32,2406 8 AVENUE,MANHATTAN
2151,23:55:00,2018,March,Wednesday,Based on Radio Run,POM,40,LT,40,1,ROBBERY,5,1,0,1,CPW,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,CALM,49,MALE,BLACK,5.8,180,MED,BRO,BLD,40,EAST 138 STREET && JACKSON AVENUE,BRONX
2152,23:55:00,2018,March,Wednesday,Based on Radio Run,POM,40,LT,40,1,ROBBERY,5,1,0,1,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CALM,28,MALE,WHITE HISPANIC,6.1,175,THN,BRO,BLK,40,EAST 138 STREET && JACKSON AVENUE,BRONX
2153,22:19:00,2018,March,Wednesday,Based on Radio Run,POM,42,SGT,42,1,CPW,6,0,ARRESTED,1,CRIMINAL MISCHIEF,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"WANTING TO LEAVE, DID NOT WANT TO BE TOUCHED",45,MALE,BLACK,5.5,135,THN,BRO,BLK,42,386 EAST 161 STREET,BRONX
2154,13:05:00,2018,March,Wednesday,Based on Radio Run,POM,43,SGT,43,1,OTHER,20,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,UPSET,33,MALE,BLACK,5.9,175,MED,BRO,XXX,43,1841 WESTCHESTER AVENUE,BRONX
2155,18:30:00,2018,March,Wednesday,Based on C/W on Scene,POM,48,SGT,48,1,AUTO STRIPPIG,1,1,0,1,AUTO STRIPPIG,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,N/A,38,MALE,WHITE HISPANIC,5.9,250,HEA,BRO,GRY,48,2271 SOUTHERN BOULEVARD,BRONX
