STOP_FRISK_ID,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_BORO_NAME
10235,12:25:00,2018,December,Saturday,Based on C/W on Scene,POM,17,SGT,17,1,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,CRYING,38,FEMALE,WHITE,5.6,115,THN,BLU,BLN,17,800 2 AVENUE,MANHATTAN
10236,22:33:00,2018,December,Saturday,Based on Self Initiated,POM,23,SGT,23,1,GRAND LARCENY AUTO,16,1,0,1,GRAND LARCENY AUTO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,"NERVOUS, EXCITED",45,MALE,WHITE HISPANIC,6.1,200,THN,BRO,BLK,23,1575 LEXINGTON AVENUE,MANHATTAN
10237,22:33:00,2018,December,Saturday,Based on Self Initiated,POM,23,SGT,23,1,GRAND LARCENY AUTO,16,1,0,1,GRAND LARCENY AUTO,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,EXCITED,35,MALE,WHITE HISPANIC,5.7,200,MED,BRO,BLK,23,1575 LEXINGTON AVENUE,MANHATTAN
10238,12:36:00,2018,December,Saturday,Based on Radio Run,POM,25,SGT,25,1,CRIMINAL MISCHIEF,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,COMPLIANT,13,MALE,AMERICAN INDIAN/ALASKAN NATIVE,4.11,115,THN,BRO,BLK,25,EAST 123 STREET && 3 AVENUE,MANHATTAN
10239,21:57:00,2018,December,Saturday,Based on Radio Run,POM,25,SGT,25,1,ASSAULT,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,N/A,22,MALE,BLACK,5.6,150,MED,BRO,BLK,25,1900 LEXINGTON AVENUE,MANHATTAN
10240,20:30:00,2018,December,Saturday,Based on C/W on Scene,POM,805,SGT,805,0,ASSAULT,45,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,COOPERATIVE,15,MALE,BLACK,5.1,110,THN,BRO,BLK,25,20 PALADINO AVENUE,MANHATTAN
10241,20:30:00,2018,December,Saturday,Based on C/W on Scene,POM,805,SGT,805,0,ASSAULT,45,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,COOPERATIVE,16,MALE,BLACK,5.7,150,MED,BRO,BLK,25,20 PALADINO AVENUE,MANHATTAN
10242,1:15:00,2018,December,Saturday,Based on Radio Run,POM,34,SGT,34,0,ROBBERY,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SAME AS DEMEANOR PRIOR,20,MALE,BLACK HISPANIC,5.8,150,THN,BRO,XXX,34,505 WEST 183 STREET,MANHATTAN
10243,1:15:00,2018,December,Saturday,Based on Radio Run,POM,34,SGT,34,0,ROBBERY,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,SAME AS DEMEANOR PRIOR,18,MALE,BLACK HISPANIC,5.1,170,THN,BRO,BLK,34,505 WEST 183 STREET,MANHATTAN
10244,1:15:00,2018,December,Saturday,Based on Radio Run,POM,34,SGT,34,0,ROBBERY,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,SAME AS PRIOR TO STOP,17,MALE,WHITE HISPANIC,5.7,140,THN,ZZZ,BLK,34,505 WEST 183 STREET,MANHATTAN
10245,2:20:00,2018,December,Saturday,Based on C/W on Scene,POM,44,LT,44,1,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,17,MALE,BLACK HISPANIC,5.6,135,THN,BLK,BLK,44,201 MARCY PLACE,BRONX
10246,5:30:00,2018,December,Saturday,Based on Radio Run,SGT,46,SGT,46,10,ASSAULT,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CALM,29,MALE,BLACK,5.1,180,MED,BRO,BLK,46,FEATHERBED LANE && MACOMBS ROAD,BRONX
10247,6:53:00,2018,December,Saturday,Based on C/W on Scene,POM,46,SGT,46,1,ROBBERY,12,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,NERVOUS,46,MALE,BLACK,5.9,190,MED,BRO,BLK,46,13 WEST BURNSIDE AVENUE,BRONX
10248,17:22:00,2018,December,Saturday,Based on Radio Run,POM,46,LT,46,5,GRAND LARCENY,2,1,0,1,GRAND LARCENY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UPSET,25,MALE,BLACK HISPANIC,6,170,MED,BRO,BLK,46,GRAND CONCOURSE && EAST 182 STREET,BRONX
10249,5:30:00,2018,December,Saturday,Based on Radio Run,POM,46,SGT,46,1,ASSAULT,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,30,MALE,BLACK,5.8,200,MED,BLK,BLK,46,FEATHERBED LANE && MACOMBS ROAD,BRONX
10250,22:18:00,2018,December,Saturday,Based on Radio Run,POF,48,SGT,48,1,ROBBERY,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,COMPLIANT,20,MALE,WHITE HISPANIC,5.8,200,MED,BRO,BLK,48,EAST 180 STREET && BELMONT AVENUE,BRONX
10251,17:40:00,2018,December,Saturday,Based on C/W on Scene,POF,52,SGT,52,1,ASSAULT,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,35,MALE,BLACK HISPANIC,6.1,150,THN,BRO,BLK,52,BRIGGS AVENUE && EAST KINGSBRIDGE ROAD,BRONX
10252,15:18:00,2018,December,Saturday,Based on Radio Run,POF,52,SGT,52,0,ASSAULT,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,MALE,WHITE HISPANIC,null,null,XXX,ZZZ,BLK,52,MOSHOLU PARKWAY && SOUTHERN BOULEVARD,BRONX
10253,15:18:00,2018,December,Saturday,Based on Radio Run,POF,52,SGT,52,0,ASSAULT,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,MALE,WHITE HISPANIC,null,null,XXX,ZZZ,XXX,52,MOSHOLU PARKWAY && SOUTHERN BOULEVARD,BRONX
10254,15:18:00,2018,December,Saturday,Based on Radio Run,POF,52,SGT,52,0,ASSAULT,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,MALE,WHITE HISPANIC,null,null,XXX,ZZZ,XXX,52,MOSHOLU PARKWAY && SOUTHERN BOULEVARD,BRONX
10255,15:18:00,2018,December,Saturday,Based on Radio Run,POF,52,SGT,52,0,ASSAULT,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,0,MALE,WHITE HISPANIC,null,null,XXX,ZZZ,0,52,MOSHOLU PARKWAY && SOUTHERN BOULEVARD,BRONX
10256,12:09:00,2018,December,Saturday,Based on Radio Run,POM,67,SGT,67,0,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,17,MALE,BLACK,5.1,180,MED,BRO,BLK,67,TILDEN AVENUE && NOSTRAND AVENUE,BROOKLYN
10257,13:15:00,2018,December,Saturday,Based on Radio Run,POM,69,SGT,69,1,CPW,30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,IRRATE,28,MALE,BLACK,5.9,190,THN,BRO,BRO,69,647 EAST 89 STREET,BROOKLYN
10258,2:34:00,2018,December,Saturday,Based on Radio Run,POM,73,LT,73,0,RAPE,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,GOOD,0,MALE,BLACK HISPANIC,5.6,220,HEA,BRO,BLK,73,AMBOY STREET && DUMONT AVENUE,BROOKLYN
10259,2:37:00,2018,December,Saturday,Based on Radio Run,POM,73,LT,73,9,RAPE,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UPSET,0,MALE,BLACK HISPANIC,5.1,180,MED,BRO,BLK,73,AMBOY STREET && DUMONT AVENUE,BROOKLYN
10260,17:08:00,2018,December,Saturday,Based on C/W on Scene,POM,71,SGT,71,3,CPW,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"NERVOUS, JITTERY, SHAKY, AND CALM",30,MALE,BLACK,5.8,240,HEA,BRO,BLK,73,353 SUTTER AVENUE,BROOKLYN
10261,0:40:00,2018,December,Saturday,Based on Self Initiated,POM,75,SGT,77,1,CPW,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,28,MALE,BLACK,5.5,170,MED,BRO,BLK,73,SARATOGA AVENUE && DEAN STREET,BROOKLYN
10262,3:10:00,2018,December,Saturday,Based on Radio Run,POM,79,LT,79,1,ROBBERY,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGGITATED,32,MALE,BLACK,5.9,170,MED,BRO,BLK,79,407 NOSTRAND AVENUE,BROOKLYN
10263,20:00:00,2018,December,Saturday,Based on Radio Run,POM,81,SGT,81,0,BURGLARY,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UNCOOPERATIVE,37,MALE,BLACK,5.8,220,MED,BRO,BLK,81,47 CHAUNCEY STREET,BROOKLYN
10264,15:50:00,2018,December,Saturday,Based on C/W on Scene,POF,803,SGT,803,1,BURGLARY,18,1,0,1,BURGLARY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,ANGRY,29,MALE,WHITE HISPANIC,5.9,165,MED,BRO,BLD,83,LOCUST STREET && BROADWAY,BROOKLYN
10265,7:05:00,2018,December,Saturday,Based on C/W on Scene,POM,103,SGT,103,1,ROBBERY,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,COOPERATIVE,30,MALE,BLACK HISPANIC,5.1,160,MED,BRO,BLK,103,160 STREET && 108 AVENUE,QUEENS
10266,21:33:00,2018,December,Sunday,Based on C/W on Scene,POM,7,SGT,7,1,ASSAULT,13,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,N/A,22,MALE,WHITE HISPANIC,6.2,160,THN,BRO,BRO,7,175 CLINTON STREET,MANHATTAN
10267,21:33:00,2018,December,Sunday,Based on C/W on Scene,POM,7,SGT,7,1,ASSAULT,13,1,0,1,ASSAULT,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,N/A,22,MALE,WHITE HISPANIC,5.9,150,THN,BLK,BRO,7,175 CLINTON STREET,MANHATTAN
10268,16:07:00,2018,December,Sunday,Based on Self Initiated,POF,25,SGT,25,1,PETIT LARCENY,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AFRAID, UPSET",0,MALE,WHITE,5.6,150,THN,BRO,XXX,25,EAST 124 STREET && MADISON AVENUE,MANHATTAN
10269,19:08:00,2018,December,Sunday,Based on Radio Run,POF,25,SGT,25,1,ROBBERY,7,1,0,1,ROBBERY,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,CALM,60,FEMALE,BLACK,5.6,150,THN,BRO,BLK,25,EAST 116 STREET && 3 AVENUE,MANHATTAN
10270,18:30:00,2018,December,Sunday,Based on Radio Run,POM,30,SGT,30,2,GRAND LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,SURPRISED,45,MALE,BLACK,5.1,170,THN,BLK,BLK,30,580 RIVERSIDE DRIVE,MANHATTAN
10271,17:20:00,2018,December,Sunday,Based on Radio Run,POM,33,SGT,33,1,MENACING,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UNDERSTANDING,53,MALE,BLACK,5.9,195,MED,BRO,BLK,33,534 WEST 178 STREET,MANHATTAN
10272,2:19:00,2018,December,Sunday,Based on Self Initiated,POM,42,SGT,42,1,CPW,2,1,0,1,CPW,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,16,MALE,BLACK,5.9,220,MED,BRO,BLK,42,EAST 169 STREET && FRANKLIN AVENUE,BRONX
10273,22:10:00,2018,December,Sunday,Based on Self Initiated,POM,43,SGT,43,10,CRIMINAL SALE OF CONTROLLED SUBSTANCE,16,1,0,1,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,IRATE,25,MALE,WHITE HISPANIC,5.5,120,THN,BRO,BLK,43,1525 WHITE PLAINS ROAD,BRONX
10274,2:29:00,2018,December,Sunday,Based on Self Initiated,POM,43,LT,43,1,CPW,10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NORMAL,0,MALE,AMERICAN INDIAN/ALASKAN NATIVE,5.7,160,MED,BRO,BLK,43,CASTLE HILL AVENUE && WATSON AVENUE,BRONX
10275,2:29:00,2018,December,Sunday,Based on Self Initiated,POM,43,LT,43,1,OTHER,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NORMAL,19,MALE,WHITE,5.2,null,THN,BRO,BLK,43,CASTLE HILL AVENUE && WATSON AVENUE,BRONX
10276,17:42:00,2018,December,Sunday,Based on Radio Run,POM,44,SGT,44,1,CPW,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NORMAL,0,MALE,BLACK,null,null,MED,BRO,BLK,44,257 EAST 172 STREET,BRONX
10277,4:26:00,2018,December,Sunday,Based on C/W on Scene,POM,46,SGT,46,0,BURGLARY,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,22,MALE,BLACK HISPANIC,5.1,155,MED,BRO,BRO,46,1915 LORING PLACE SOUTH,BRONX
10278,14:57:00,2018,December,Sunday,Based on C/W on Scene,POM,46,SGT,46,0,PETIT LARCENY,9,1,0,1,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,0,MALE,BLACK,5.1,165,THN,BRO,BLK,46,2382 WALTON AVENUE,BRONX
10279,20:45:00,2018,December,Sunday,Based on Self Initiated,POM,48,SGT,48,1,CPW,10,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,COOPERATIVE,58,MALE,BLACK,5.9,250,U,BRO,BLK,48,OAK TREE PLACE && ARTHUR AVENUE,BRONX
10280,20:45:00,2018,December,Sunday,Based on Self Initiated,POM,48,SGT,48,1,CPW,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,46,MALE,BLACK,5.1,250,HEA,BRO,BLD,48,OAK TREE PLACE && ARTHUR AVENUE,BRONX
10281,16:26:00,2018,December,Sunday,Based on Radio Run,POM,49,SGT,49,1,CRIMINAL MISCHIEF,15,1,0,1,CRIMINAL MISCHIEF,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,N/A,20,FEMALE,BLACK,5.3,180,THN,BLK,BLK,49,1255 ADEE AVENUE,BRONX
10282,16:26:00,2018,December,Sunday,Based on Radio Run,POM,49,SGT,49,1,CRIMINAL MISCHIEF,15,1,0,1,CRIMINAL MISCHIEF,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N/A,22,FEMALE,BLACK,5.3,120,THN,BLK,BLK,49,1255 ADEE AVENUE,BRONX
10283,3:49:00,2018,December,Sunday,Based on Radio Run,POM,60,SGT,60,345,ASSAULT,4,1,0,1,ASSAULT,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,30,MALE,WHITE,5.11,300,HEA,BRO,BLK,60,2970 CROPSEY AVENUE,BROOKLYN
10284,2:29:00,2018,December,Sunday,Based on C/W on Scene,POM,801,SGT,801,1,CPW,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,29,MALE,BLACK,5.6,130,THN,BRO,BLK,63,5801 GLENWOOD ROAD,BROOKLYN
10285,20:00:00,2018,December,Sunday,Based on Radio Run,POM,73,SGT,73,0,OTHER,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,0,MALE,BLACK,5.6,null,0,0,0,73,1939 PARK PLACE,BROOKLYN
10286,2:00:00,2018,December,Sunday,Based on Radio Run,POM,77,SGT,77,1,ROBBERY,5,1,0,1,CPW,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,NORMAL,22,MALE,BLACK,5.9,140,THN,BLK,BLK,77,BUFFALO AVENUE && STERLING PLACE,BROOKLYN
10287,19:45:00,2018,December,Sunday,Based on Radio Run,POM,83,SGT,83,5,ROBBERY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,CALM,14,MALE,BLACK HISPANIC,5.8,150,MED,BRO,BLK,83,559 WILSON AVENUE,BROOKLYN
10288,19:50:00,2018,December,Sunday,Based on Radio Run,POM,83,SGT,83,5,ROBBERY,10,1,0,1,ROBBERY,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NORMAL,16,MALE,BLACK,5.8,160,THN,BRO,BLK,83,559 WILSON AVENUE,BROOKLYN
10289,19:50:00,2018,December,Sunday,Based on Radio Run,POM,83,SGT,83,5,ROBBERY,10,1,0,1,ROBBERY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NORMAL,16,MALE,BLACK,5.8,160,THN,BRO,BLK,83,559 WILSON AVENUE,BROOKLYN
10290,19:50:00,2018,December,Sunday,Based on Radio Run,POM,83,SGT,83,5,ROBBERY,10,0,UNIFORM ARREST,1,ROBBERY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,NORMAL,14,MALE,BLACK,5.4,120,THN,BRO,BLK,83,559 WILSON AVENUE,BROOKLYN
10291,13:45:00,2018,December,Sunday,Based on Radio Run,POM,90,SGT,90,1,CPW,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,50,MALE,BLACK,6.2,160,THN,BRO,BLD,90,712 BROADWAY,BROOKLYN
10292,16:24:00,2018,December,Sunday,Based on Radio Run,POM,107,SGT,107,2,ASSAULT,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"CALM, APPARENTLY NORMAL",44,MALE,BLACK,6.1,160,THN,BRO,BLK,107,HORACE HARDING EXPRESSWAY && 164 STREET,QUEENS
10293,19:53:00,2018,December,Sunday,Based on Radio Run,POM,114,SGT,114,1,GRAND LARCENY,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS,16,MALE,ASIAN / PACIFIC ISLANDER,6,150,THN,BRO,BLK,114,31 AVENUE && STEINWAY STREET,QUEENS
10294,19:53:00,2018,December,Sunday,Based on Radio Run,POM,114,SGT,114,1,ROBBERY,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS,17,MALE,ASIAN / PACIFIC ISLANDER,5.11,140,THN,BRO,BLK,114,31 AVENUE && STEINWAY STREET,QUEENS
10295,19:54:00,2018,December,Sunday,Based on Radio Run,POM,114,SGT,114,1,ROBBERY,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,NERVOUS,16,MALE,WHITE,5.8,130,THN,BRO,BLK,114,30-63 STEINWAY STREET,QUEENS
10296,9:00:00,2018,December,Monday,Based on Radio Run,POM,9,LT,9,2,BURGLARY,30,1,0,1,BURGLARY,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CALM,26,MALE,BLACK,6.3,150,THN,BLK,BLK,9,36 SAINT MARKS PLACE,MANHATTAN
10297,9:00:00,2018,December,Monday,Based on C/W on Scene,POM,13,LT,13,2,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ERRATIC,52,MALE,BLACK,5.1,185,THN,BRO,BLK,13,345 EAST 24 STREET,MANHATTAN
10298,1:54:00,2018,December,Monday,Based on Radio Run,POM,14,SGT,14,1,CPW,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ANNOYED,39,FEMALE,BLACK,6.2,200,MED,BRO,BRO,14,593 8 AVENUE,MANHATTAN
10299,1:30:00,2018,December,Monday,Based on Radio Run,POM,136,SGT,136,1,ASSAULT,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COOPERATIVE,40,MALE,WHITE HISPANIC,5.6,180,MED,BRO,BLK,33,647 WEST 174 STREET,MANHATTAN
10300,1:40:00,2018,December,Monday,Based on Radio Run,POM,136,SGT,136,1,ASSAULT,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,COOPERATIVE,25,MALE,BLACK HISPANIC,5.11,180,XXX,BRO,BLK,33,647 WEST 174 STREET,MANHATTAN
10301,18:30:00,2018,December,Monday,Based on Self Initiated,POM,807,SGT,807,1,CRIMINAL TRESPASS,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,AGGRESSIVE,26,MALE,WHITE HISPANIC,5.5,150,MED,ZZZ,BRO,40,372 EAST 152 STREET,BRONX
10302,22:25:00,2018,December,Monday,Based on Radio Run,POM,807,SGT,807,1,CPW,5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,CALM,32,MALE,BLACK,5.9,165,MED,BRO,BLK,40,640 EAST 137 STREET,BRONX
